user_id,song_id,interaction
6,127663,1
6,139804,1
6,132675,1
6,098620,1
6,142576,1
6,147309,1
6,115125,1
6,005381,1
6,138021,1
6,097406,1
6,099364,1
6,107571,1
6,140316,1
6,127302,1
6,129362,1
7,129925,1
7,113016,1
7,133798,1
7,126587,1
7,111388,1
7,011772,1
7,122359,1
7,001510,1
7,133452,1
7,121929,1
7,139688,1
7,099261,1
7,128888,1
7,125815,1
7,132784,1
7,097587,1
7,124409,1
7,129055,1
7,114399,1
7,116468,1
8,000210,1
8,006803,1
8,137630,1
8,113267,1
8,118886,1
8,127911,1
8,133571,1
8,120775,1
8,109543,1
8,007386,1
8,148120,1
8,011787,1
8,113699,1
8,144471,1
8,148114,1
8,113359,1
8,137174,1
8,108970,1
8,112527,1
8,126884,1
8,133579,1
8,122654,1
8,126646,1
8,006603,1
8,107956,1
8,097844,1
8,126188,1
8,108530,1
8,148429,1
8,003761,1
8,010382,1
8,142532,1
8,142538,1
8,120327,1
8,137563,1
8,103600,1
8,119580,1
8,011793,1
8,137722,1
8,131292,1
8,126055,1
9,007379,1
9,126430,1
9,120319,1
9,097894,1
9,147191,1
9,108847,1
9,000897,1
9,108416,1
9,128813,1
9,122456,1
9,124394,1
9,146152,1
9,006372,1
9,003762,1
9,123458,1
9,000534,1
9,127286,1
9,006439,1
9,000200,1
9,134942,1
9,111397,1
9,146961,1
9,107426,1
9,134940,1
9,011544,1
9,116760,1
9,126550,1
9,128484,1
9,011508,1
9,143097,1
9,011262,1
9,006779,1
9,122935,1
9,134823,1
9,007373,1
9,115771,1
9,104668,1
9,121738,1
9,146458,1
9,099442,1
10,006360,1
10,001883,1
10,115292,1
10,098297,1
10,114409,1
10,129407,1
10,114051,1
10,115768,1
10,009152,1
10,121320,1
10,144810,1
10,108962,1
10,133452,1
10,114291,1
10,145183,1
10,137463,1
10,134790,1
10,134826,1
10,134923,1
10,120183,1
10,112318,1
10,144179,1
10,138010,1
10,134643,1
10,110450,1
10,133544,1
10,148215,1
10,011777,1
10,144551,1
10,112526,1
10,123000,1
10,138406,1
10,010440,1
10,127498,1
10,009962,1
10,004836,1
10,146019,1
10,119379,1
10,143319,1
10,010377,1
10,105715,1
10,150064,1
10,121739,1
10,097285,1
10,004450,1
10,122204,1
10,133562,1
11,004780,1
11,132678,1
11,128882,1
11,133442,1
11,007487,1
11,116452,1
11,139003,1
11,108025,1
11,109962,1
11,110982,1
11,131933,1
11,007378,1
11,112977,1
11,010443,1
11,111216,1
11,001689,1
11,116760,1
11,114290,1
11,114392,1
11,118222,1
11,116464,1
11,132677,1
11,142086,1
11,099260,1
11,144552,1
11,112486,1
11,126559,1
11,130923,1
11,006329,1
11,149417,1
11,143216,1
11,110230,1
11,117846,1
11,006610,1
11,126227,1
11,144733,1
11,121735,1
11,006603,1
11,139330,1
11,122354,1
11,126402,1
11,133454,1
11,001249,1
11,129372,1
11,144469,1
11,114404,1
11,006461,1
11,108808,1
11,149625,1
12,107590,1
12,126233,1
12,126521,1
12,114063,1
12,099394,1
12,145555,1
12,112584,1
12,006783,1
12,111188,1
12,132677,1
12,133729,1
12,128827,1
12,129695,1
12,114942,1
12,110765,1
12,129879,1
12,128710,1
12,149083,1
12,113808,1
12,142567,1
12,126670,1
12,144172,1
12,136994,1
12,150073,1
12,130702,1
12,105414,1
12,000714,1
12,142362,1
12,147413,1
12,133431,1
12,116467,1
12,004094,1
12,152545,1
12,010698,1
12,133967,1
12,107588,1
12,118923,1
12,145549,1
12,145074,1
12,125375,1
12,122504,1
13,133333,1
13,128759,1
13,099374,1
13,000203,1
13,003911,1
13,121913,1
13,007554,1
13,011793,1
13,129884,1
13,113808,1
13,145475,1
13,122132,1
13,113167,1
13,126512,1
13,099369,1
13,143216,1
13,132793,1
13,135222,1
13,099390,1
13,124873,1
13,119938,1
13,129807,1
13,134384,1
13,106342,1
13,135043,1
13,001688,1
13,128469,1
13,145068,1
13,006779,1
13,113790,1
13,109972,1
13,134825,1
13,127185,1
13,114936,1
13,006677,1
13,145457,1
13,150267,1
13,141972,1
13,141594,1
13,126354,1
13,117171,1
13,123832,1
14,103523,1
14,107183,1
14,114292,1
14,006443,1
14,001075,1
14,126782,1
14,121594,1
14,142132,1
14,118195,1
14,126405,1
14,145074,1
14,114062,1
14,114390,1
14,137169,1
14,127866,1
14,144467,1
14,147309,1
14,135223,1
14,111936,1
14,140925,1
14,007710,1
14,131326,1
14,117967,1
14,112485,1
14,108880,1
14,011763,1
14,129439,1
14,003909,1
14,111378,1
14,129695,1
14,127290,1
14,004849,1
14,120308,1
14,122457,1
14,107435,1
14,000715,1
14,145020,1
14,144216,1
14,129096,1
14,010807,1
14,131324,1
14,009559,1
14,125616,1
14,129044,1
14,113282,1
15,132118,1
15,142532,1
15,125822,1
15,118478,1
15,097041,1
15,125823,1
15,126778,1
15,140794,1
15,149082,1
15,115002,1
15,148444,1
15,137907,1
15,127207,1
15,144940,1
15,133781,1
15,106571,1
15,130990,1
15,115944,1
15,121866,1
15,097794,1
15,118085,1
15,118987,1
15,106629,1
15,131624,1
15,110546,1
15,126668,1
15,133574,1
15,010670,1
15,010439,1
15,145199,1
15,133681,1
15,006380,1
15,146689,1
15,004071,1
15,111871,1
15,140626,1
15,107955,1
15,010443,1
15,126234,1
15,129043,1
15,001702,1
15,119896,1
16,108502,1
16,127912,1
16,097407,1
16,115392,1
16,111153,1
16,142573,1
16,115721,1
16,134918,1
16,008357,1
16,115812,1
16,110167,1
16,128482,1
16,108847,1
16,112484,1
16,110687,1
16,116491,1
16,148537,1
16,127037,1
16,123760,1
16,007391,1
16,122081,1
16,135044,1
16,127496,1
16,011264,1
17,108498,1
17,133970,1
17,145750,1
17,137563,1
17,126319,1
17,144801,1
17,121346,1
17,108957,1
17,142537,1
17,097962,1
17,120515,1
17,105717,1
17,010388,1
17,122360,1
17,146151,1
17,011764,1
17,125823,1
17,138218,1
17,148218,1
17,140924,1
17,139688,1
17,128927,1
17,120321,1
17,141903,1
17,137898,1
17,010669,1
17,099274,1
17,138053,1
17,146149,1
17,148518,1
17,111222,1
18,126886,1
18,125191,1
18,121454,1
18,108420,1
18,108020,1
18,134084,1
18,134449,1
18,004070,1
18,120514,1
18,134388,1
18,141166,1
18,149143,1
18,133028,1
18,109903,1
18,125195,1
18,130940,1
18,135039,1
18,001482,1
18,118012,1
18,150015,1
18,137719,1
18,134453,1
18,114007,1
18,121316,1
18,147059,1
18,133573,1
18,131789,1
18,146961,1
18,113303,1
18,137593,1
18,129092,1
18,110689,1
18,132454,1
18,112588,1
18,148585,1
18,122475,1
18,105824,1
18,114884,1
18,127296,1
18,123474,1
18,126187,1
18,108026,1
18,129816,1
18,122503,1
18,135092,1
18,001069,1
18,107952,1
19,105887,1
19,122808,1
19,135054,1
19,138040,1
19,108497,1
19,118954,1
19,122106,1
19,006608,1
19,126718,1
19,149100,1
19,140134,1
19,126717,1
19,111377,1
19,134796,1
19,128710,1
19,126405,1
19,007491,1
19,097690,1
19,131326,1
19,130133,1
19,120194,1
19,130349,1
20,098573,1
20,125183,1
20,123970,1
20,149124,1
20,144944,1
20,101112,1
20,109543,1
20,148074,1
20,116547,1
20,097285,1
20,099501,1
20,126557,1
20,118738,1
20,143056,1
20,114532,1
20,104010,1
20,133943,1
20,132456,1
20,000213,1
20,145745,1
20,005191,1
20,132134,1
20,138282,1
20,127207,1
20,113279,1
20,106465,1
20,150266,1
20,130456,1
20,137152,1
20,125721,1
20,148303,1
20,004078,1
20,133973,1
20,009491,1
20,148514,1
20,116466,1
20,131932,1
20,145704,1
20,001270,1
20,150080,1
20,133457,1
20,121449,1
20,131901,1
20,148213,1
20,118674,1
20,115293,1
20,138256,1
20,129403,1
21,108505,1
21,001688,1
21,111747,1
21,129089,1
21,111393,1
21,124873,1
21,119727,1
21,134792,1
21,105673,1
21,134949,1
21,126229,1
21,114298,1
21,109543,1
21,115272,1
21,101111,1
21,120203,1
21,120329,1
21,102092,1
21,105713,1
21,133772,1
21,113698,1
21,124916,1
21,098251,1
21,116261,1
21,003912,1
21,114410,1
21,115772,1
21,109355,1
21,113260,1
21,004784,1
21,126185,1
21,106564,1
21,140259,1
21,122804,1
21,149143,1
21,116872,1
21,146018,1
21,097545,1
21,108503,1
21,145724,1
21,111391,1
21,123936,1
21,121319,1
21,126232,1
21,113574,1
21,147409,1
21,142418,1
22,011794,1
22,143995,1
22,129046,1
22,107912,1
22,141264,1
22,123502,1
22,116733,1
22,118618,1
22,141972,1
22,123523,1
22,116098,1
22,114556,1
22,134385,1
22,124485,1
22,122622,1
22,109904,1
22,137716,1
22,132962,1
22,122077,1
22,126181,1
22,110923,1
22,107181,1
22,113266,1
22,003265,1
22,000667,1
22,126417,1
22,124424,1
22,134931,1
22,108863,1
22,122625,1
22,126407,1
22,121663,1
22,148099,1
22,116372,1
22,131925,1
22,114397,1
22,127301,1
23,148603,1
23,126900,1
23,140875,1
23,138067,1
23,120319,1
23,117886,1
23,011683,1
23,113512,1
23,097697,1
23,114200,1
23,129095,1
23,000212,1
23,143299,1
23,126185,1
23,123933,1
23,120772,1
23,115391,1
23,130940,1
23,145457,1
23,121922,1
23,115592,1
23,129880,1
23,112587,1
23,115766,1
23,137484,1
23,125314,1
23,000716,1
23,118196,1
23,097886,1
23,137214,1
23,097424,1
23,129404,1
24,112001,1
24,121664,1
24,101893,1
24,145711,1
24,108342,1
24,097959,1
24,143307,1
24,011503,1
24,108531,1
24,117967,1
24,108026,1
24,130683,1
24,120308,1
24,125239,1
24,111311,1
24,126409,1
24,116344,1
24,007481,1
24,144182,1
24,138024,1
24,134389,1
24,004780,1
24,112487,1
24,133436,1
24,132954,1
24,133837,1
24,123834,1
24,145751,1
24,004097,1
24,133545,1
24,129880,1
24,108471,1
24,131952,1
24,141591,1
24,138022,1
24,098573,1
24,143098,1
24,011544,1
24,011787,1
24,001924,1
24,145002,1
24,137175,1
24,011059,1
25,113203,1
25,099703,1
25,116464,1
25,131919,1
25,148212,1
25,010695,1
25,154307,1
25,110104,1
25,116833,1
25,121651,1
25,147261,1
25,154305,1
25,150267,1
25,135341,1
25,112781,1
25,122087,1
25,104724,1
25,127265,1
25,115816,1
25,126601,1
25,138019,1
25,141284,1
25,001666,1
25,124872,1
25,003538,1
25,099393,1
25,010388,1
25,001930,1
25,130944,1
25,137176,1
25,000010,1
25,011919,1
25,122107,1
25,004100,1
25,128828,1
25,122358,1
25,122475,1
25,004784,1
25,106522,1
25,131789,1
25,127422,1
25,126519,1
25,011206,1
25,107256,1
25,132789,1
25,141894,1
26,148303,1
26,122627,1
26,119413,1
26,143995,1
26,124754,1
26,130349,1
26,117613,1
26,099363,1
26,138053,1
26,114387,1
26,134054,1
26,099362,1
26,111226,1
26,130454,1
26,122360,1
26,125314,1
26,133022,1
26,004788,1
26,129925,1
26,099440,1
26,111150,1
26,115891,1
26,130988,1
26,141877,1
26,110623,1
26,134919,1
26,150063,1
26,004073,1
26,154303,1
27,134793,1
27,123975,1
27,129053,1
27,126402,1
27,142362,1
27,103518,1
27,103600,1
27,111186,1
27,117670,1
27,118500,1
27,113024,1
27,003273,1
27,124154,1
27,133022,1
27,121985,1
27,129044,1
27,112668,1
27,134937,1
27,120513,1
27,116735,1
27,003950,1
27,141282,1
27,114289,1
27,133456,1
27,141874,1
27,108027,1
27,109975,1
27,129056,1
27,145610,1
27,000203,1
27,121660,1
27,119545,1
27,145183,1
27,133639,1
27,121315,1
27,144733,1
27,125551,1
28,145752,1
28,115698,1
28,125240,1
28,116526,1
28,130218,1
28,003908,1
28,114940,1
28,097959,1
28,138018,1
28,131422,1
28,120776,1
28,003766,1
28,119134,1
28,126411,1
28,004091,1
28,128813,1
28,109071,1
28,128888,1
28,123821,1
28,130758,1
28,145020,1
28,114007,1
28,123273,1
28,119745,1
28,137211,1
28,142085,1
28,007375,1
28,140135,1
28,108037,1
28,107427,1
28,108865,1
28,097846,1
28,129807,1
28,010697,1
28,136054,1
28,124752,1
28,112821,1
28,126778,1
28,107616,1
28,110108,1
28,113284,1
28,137561,1
29,006333,1
29,116242,1
29,126227,1
29,108060,1
29,112133,1
29,126589,1
29,118569,1
29,149141,1
29,127279,1
29,126584,1
29,109681,1
29,139775,1
29,145755,1
29,004787,1
29,124912,1
29,146019,1
29,111149,1
29,122644,1
29,000005,1
29,153946,1
29,125185,1
29,126887,1
30,121449,1
30,109685,1
30,131935,1
30,009888,1
30,123760,1
30,004838,1
30,000459,1
30,140344,1
30,144935,1
30,010699,1
30,107953,1
30,137425,1
30,123975,1
30,129962,1
30,112198,1
30,115935,1
30,110688,1
30,002012,1
30,122810,1
30,109973,1
30,146970,1
30,107532,1
30,128812,1
30,137151,1
30,109896,1
30,129400,1
30,129184,1
30,004099,1
30,114416,1
30,107185,1
30,129187,1
30,116760,1
30,114372,1
30,137627,1
30,142535,1
30,145554,1
31,126187,1
31,011933,1
31,141873,1
31,123502,1
31,111871,1
31,003775,1
31,138022,1
31,127268,1
31,116547,1
31,108808,1
31,118484,1
31,130440,1
31,006469,1
31,118920,1
31,129742,1
31,119187,1
31,001706,1
31,143995,1
31,147413,1
31,143303,1
31,132140,1
31,129098,1
31,142579,1
31,130667,1
31,116759,1
31,110610,1
31,131978,1
31,122086,1
31,116706,1
31,124872,1
31,113024,1
31,130953,1
31,134594,1
31,134790,1
31,107593,1
31,133546,1
31,007492,1
31,149082,1
31,140043,1
31,114392,1
31,000140,1
32,127300,1
32,131425,1
32,122959,1
32,004095,1
32,131925,1
32,113261,1
32,130133,1
32,115892,1
32,131448,1
32,116237,1
32,138318,1
32,134580,1
32,123439,1
32,118734,1
32,134610,1
32,131771,1
32,120513,1
32,124231,1
32,120331,1
32,121652,1
32,149701,1
32,104063,1
32,120300,1
32,125288,1
32,126413,1
32,133455,1
32,126428,1
32,111224,1
32,108308,1
32,110262,1
32,119027,1
32,130990,1
32,130937,1
32,000890,1
32,114544,1
32,112821,1
32,144215,1
32,127062,1
32,097216,1
32,003776,1
32,109481,1
32,006390,1
32,111015,1
32,011234,1
32,108530,1
32,108745,1
32,140266,1
32,113558,1
33,122353,1
33,122358,1
33,114066,1
33,126219,1
33,147087,1
33,107127,1
33,102092,1
33,115888,1
33,006354,1
33,145020,1
33,139772,1
33,109903,1
33,007391,1
33,122001,1
33,149750,1
33,006442,1
33,121869,1
33,110690,1
33,123971,1
33,115267,1
33,146639,1
33,142358,1
33,134795,1
33,139534,1
33,131983,1
33,116517,1
33,141179,1
33,142537,1
33,144473,1
33,106343,1
33,119025,1
33,109191,1
33,007374,1
33,150080,1
33,140925,1
33,134359,1
33,112133,1
33,010671,1
33,124874,1
34,010485,1
34,125822,1
34,005170,1
34,000615,1
34,011781,1
34,148518,1
34,146020,1
34,107181,1
34,122503,1
34,132171,1
34,011918,1
34,107049,1
34,142094,1
34,122645,1
34,104282,1
34,138416,1
34,112486,1
34,001544,1
34,108528,1
34,134928,1
34,108837,1
34,120778,1
34,125657,1
34,137715,1
34,148603,1
34,122675,1
34,133538,1
34,123467,1
34,122804,1
34,119583,1
34,120776,1
34,145711,1
34,118923,1
35,118195,1
35,113696,1
35,127660,1
35,133916,1
35,145553,1
35,128441,1
35,125777,1
35,117961,1
35,127265,1
35,149422,1
35,130944,1
35,114387,1
35,113790,1
35,143060,1
35,006376,1
35,148608,1
35,134981,1
35,123760,1
35,133432,1
35,152545,1
35,001682,1
35,126227,1
35,009721,1
35,001924,1
35,118196,1
35,136054,1
35,110985,1
35,143989,1
35,137723,1
35,007554,1
35,137423,1
35,113024,1
35,133102,1
35,115699,1
35,108415,1
35,141569,1
35,125818,1
35,097886,1
35,104780,1
35,097987,1
35,097548,1
35,108868,1
35,133274,1
35,146683,1
35,137462,1
35,108298,1
35,127206,1
35,112199,1
35,140583,1
35,119988,1
36,140135,1
36,116491,1
36,120513,1
36,133275,1
36,107049,1
36,009962,1
36,120298,1
36,119719,1
36,118957,1
36,115592,1
36,119592,1
36,137551,1
36,143306,1
36,115775,1
36,123485,1
36,000705,1
36,127914,1
36,126671,1
36,142552,1
36,120317,1
36,103521,1
36,127267,1
36,127349,1
36,110166,1
36,127804,1
36,134594,1
36,004098,1
36,006394,1
36,132310,1
36,006469,1
36,134385,1
36,125551,1
36,112315,1
36,142088,1
36,122352,1
36,124971,1
36,116345,1
36,111367,1
36,106937,1
36,116451,1
37,132142,1
37,141592,1
37,114392,1
37,097211,1
37,135224,1
37,004685,1
37,107584,1
37,005940,1
37,117966,1
37,133553,1
37,111146,1
37,132773,1
37,133332,1
37,138022,1
37,126748,1
37,110546,1
37,138061,1
37,142358,1
37,112585,1
37,116390,1
37,108799,1
37,119134,1
37,143304,1
37,144477,1
37,004521,1
37,112199,1
37,127914,1
37,113278,1
37,134094,1
37,097374,1
37,120326,1
37,121449,1
37,107590,1
37,122397,1
37,113698,1
37,144492,1
37,133576,1
38,000540,1
38,124996,1
38,120171,1
38,003721,1
38,146685,1
38,141284,1
38,148607,1
38,097940,1
38,011792,1
38,124461,1
38,131950,1
38,142129,1
38,148132,1
38,099135,1
38,145554,1
38,149625,1
38,113264,1
38,097691,1
38,108473,1
38,124872,1
38,125158,1
38,149523,1
38,119025,1
38,130133,1
38,121570,1
38,011234,1
38,122621,1
38,126668,1
38,141143,1
38,109446,1
38,130170,1
38,009511,1
38,125824,1
38,126489,1
38,154303,1
38,109711,1
38,139461,1
39,115698,1
39,152569,1
39,141164,1
39,144552,1
39,106954,1
39,127287,1
39,116491,1
39,126226,1
39,000546,1
39,141182,1
39,137632,1
39,009918,1
39,010693,1
39,110265,1
39,110451,1
39,142947,1
39,129879,1
39,138216,1
39,130944,1
39,122631,1
39,133453,1
39,127193,1
39,112977,1
39,133332,1
39,001066,1
39,108524,1
39,129399,1
39,112978,1
39,120112,1
39,001682,1
39,133803,1
39,134034,1
39,011234,1
39,105713,1
39,107579,1
39,106564,1
39,098550,1
39,000182,1
39,115002,1
40,116871,1
40,006332,1
40,000995,1
40,126550,1
40,116468,1
40,125182,1
40,134073,1
40,149488,1
40,134053,1
40,118951,1
40,007487,1
40,112001,1
40,136054,1
40,125377,1
40,114411,1
40,130758,1
40,122081,1
40,116451,1
40,010679,1
40,140583,1
40,108490,1
40,142573,1
40,114402,1
40,111394,1
40,108501,1
40,116448,1
40,129395,1
40,142360,1
40,132790,1
40,115293,1
40,134444,1
40,003264,1
40,137169,1
40,000182,1
40,109901,1
40,149625,1
40,142087,1
40,115767,1
41,109896,1
41,135224,1
41,098581,1
41,148124,1
41,141590,1
41,011770,1
41,135986,1
41,138282,1
41,101119,1
41,007872,1
41,097961,1
41,122832,1
41,114373,1
41,117252,1
41,010250,1
41,143299,1
41,125617,1
41,124474,1
41,130369,1
41,118954,1
41,010672,1
41,010447,1
41,128845,1
41,155066,1
41,105674,1
41,116451,1
41,114404,1
41,145645,1
41,138406,1
41,116388,1
42,144939,1
42,106343,1
42,003533,1
42,011673,1
42,001510,1
42,142534,1
42,113167,1
42,133444,1
42,141567,1
42,132793,1
42,106948,1
42,133978,1
42,001891,1
42,124753,1
42,110451,1
42,119725,1
42,007709,1
42,131767,1
42,138062,1
42,097848,1
42,124461,1
42,105917,1
42,131449,1
42,134952,1
42,123488,1
42,136424,1
42,110711,1
42,143106,1
42,142549,1
42,110691,1
42,009491,1
42,124178,1
42,124756,1
42,116098,1
42,000897,1
42,122083,1
42,144600,1
42,011298,1
42,140871,1
42,126510,1
42,099436,1
42,107588,1
42,006442,1
42,109976,1
43,099442,1
43,122654,1
43,004780,1
43,109448,1
43,118629,1
43,122808,1
43,000204,1
43,118223,1
43,138579,1
43,003905,1
43,126598,1
43,126218,1
43,105720,1
43,125721,1
43,150063,1
43,133770,1
43,098298,1
43,128476,1
43,001735,1
43,129927,1
43,148443,1
44,003905,1
44,108503,1
44,139876,1
44,113260,1
44,127296,1
44,010485,1
44,119896,1
44,107185,1
44,003273,1
44,114036,1
44,145709,1
44,116755,1
44,133454,1
44,005158,1
44,004067,1
44,146716,1
44,126015,1
44,097424,1
44,109447,1
44,004787,1
44,142433,1
44,102112,1
44,145462,1
44,113790,1
44,004098,1
44,097374,1
44,131795,1
44,108528,1
44,145727,1
44,004239,1
44,007529,1
44,128827,1
44,011933,1
44,004073,1
44,111367,1
44,116526,1
44,152543,1
44,123502,1
44,129097,1
44,006677,1
44,144934,1
44,125375,1
44,003533,1
44,114223,1
44,133015,1
44,127036,1
44,114279,1
44,131939,1
45,111937,1
45,116757,1
45,135339,1
45,120316,1
45,122511,1
45,109535,1
45,121589,1
45,134054,1
45,001644,1
45,126404,1
45,114296,1
45,132568,1
45,134453,1
45,113036,1
45,134509,1
45,137998,1
45,107592,1
45,110778,1
45,131953,1
45,145058,1
45,127280,1
45,137899,1
45,115735,1
45,127499,1
46,114389,1
46,113262,1
46,144546,1
46,124480,1
46,000620,1
46,123273,1
46,138066,1
46,001482,1
46,107594,1
46,111392,1
46,120184,1
46,114409,1
46,145702,1
46,114051,1
46,119187,1
46,129403,1
46,117473,1
46,146070,1
46,112733,1
46,105718,1
46,116872,1
46,111793,1
46,009555,1
46,006857,1
46,120161,1
46,123975,1
46,130168,1
46,118489,1
46,142641,1
46,108493,1
46,122503,1
46,112481,1
46,104434,1
46,151404,1
46,127867,1
46,116372,1
46,126223,1
46,140621,1
46,117886,1
46,132774,1
46,115288,1
46,109681,1
46,132140,1
46,124479,1
46,118061,1
46,133023,1
46,144935,1
46,110923,1
47,148031,1
47,001544,1
47,136994,1
47,118986,1
47,106570,1
47,138216,1
47,138406,1
47,111793,1
47,099311,1
47,126670,1
47,120466,1
47,133729,1
47,137175,1
47,122911,1
47,105825,1
47,129184,1
47,110779,1
47,001663,1
47,126216,1
47,118569,1
47,142948,1
47,011785,1
47,148288,1
47,125618,1
47,123002,1
47,107031,1
48,126585,1
48,126225,1
48,111385,1
48,139687,1
48,125620,1
48,004068,1
48,107184,1
48,011767,1
48,126603,1
48,117991,1
48,113294,1
48,124426,1
48,133273,1
48,141288,1
48,111306,1
48,107597,1
48,010381,1
48,006383,1
48,122635,1
48,130992,1
49,001482,1
49,097814,1
49,116490,1
49,097894,1
49,000714,1
49,129391,1
49,107593,1
49,118972,1
49,122474,1
49,135228,1
49,126276,1
49,126747,1
49,126294,1
49,142098,1
49,152103,1
49,104010,1
49,128827,1
49,127194,1
49,123487,1
49,099361,1
49,148439,1
49,103523,1
49,141567,1
49,130963,1
49,117057,1
49,124179,1
49,011778,1
49,145727,1
49,130136,1
49,142573,1
49,006677,1
49,142096,1
49,139993,1
49,108503,1
49,116235,1
49,129040,1
49,011792,1
50,145027,1
50,001925,1
50,011786,1
50,107189,1
50,120514,1
50,006376,1
50,111306,1
50,144214,1
50,145003,1
50,110107,1
50,141616,1
50,126276,1
50,130692,1
50,132774,1
50,152570,1
50,111398,1
50,132566,1
50,107183,1
50,120513,1
50,125681,1
50,126585,1
50,135092,1
50,001688,1
50,120324,1
50,145477,1
50,097988,1
50,105716,1
50,125183,1
50,145887,1
50,110260,1
50,141286,1
50,117961,1
50,122358,1
50,010441,1
50,146988,1
50,004799,1
50,138319,1
50,141144,1
50,133632,1
51,131982,1
51,108846,1
51,145606,1
51,127422,1
51,116464,1
51,122654,1
51,138414,1
51,129040,1
51,133431,1
51,126886,1
51,129043,1
51,109711,1
51,126748,1
51,110274,1
51,130136,1
51,124185,1
51,131656,1
51,146689,1
51,004685,1
51,114233,1
51,000190,1
51,115926,1
51,118489,1
51,125182,1
51,109901,1
51,129186,1
51,135338,1
51,099395,1
51,107188,1
51,135222,1
51,122671,1
51,099437,1
51,108318,1
52,113025,1
52,011780,1
52,145918,1
52,126221,1
52,108019,1
52,129695,1
52,008372,1
52,127190,1
52,006783,1
52,128472,1
52,133276,1
52,010807,1
52,113305,1
52,136995,1
52,132142,1
52,126455,1
52,134631,1
52,108885,1
52,114077,1
52,108031,1
52,142531,1
52,141139,1
52,121915,1
52,114070,1
52,129055,1
52,126181,1
52,011790,1
52,122673,1
52,149138,1
52,108882,1
52,135369,1
52,129925,1
52,129407,1
52,147022,1
52,110776,1
52,126505,1
52,126720,1
52,108487,1
52,130682,1
52,122352,1
52,127290,1
